Date,XLU_Close
2000-01-03,11.186385154724121
2000-01-04,10.848944664001465
2000-01-05,11.122715950012207
2000-01-06,11.103610038757324
2000-01-07,11.199115753173828
2000-01-10,11.237317085266113
2000-01-11,11.116349220275879
2000-01-12,11.00174331665039
2000-01-13,10.899882316589355
2000-01-14,10.989011764526367
2000-01-18,10.94444751739502
2000-01-19,10.950813293457031
2000-01-20,11.00174331665039
2000-01-21,11.358283042907715
2000-01-24,11.20548152923584
2000-01-25,10.94444751739502
2000-01-26,10.89352035522461
2000-01-27,10.823476791381836
2000-01-28,10.766178131103516
2000-01-31,11.262777328491211
2000-02-01,11.180010795593262
2000-02-02,11.122715950012207
2000-02-03,11.103610038757324
2000-02-04,11.046308517456055
2000-02-07,11.014479637145996
2000-02-08,11.039947509765625
2000-02-09,11.039947509765625
2000-02-10,10.880772590637207
2000-02-11,10.689770698547363
2000-02-14,10.702510833740234
2000-02-15,10.677042961120605
2000-02-16,10.632474899291992
2000-02-17,10.568809509277344
2000-02-18,10.180438995361328
2000-02-22,10.14223575592041
2000-02-23,9.932129859924316
2000-02-24,9.601061820983887
2000-02-25,9.550130844116211
2000-02-28,9.823894500732422
2000-02-29,9.893929481506348
2000-03-01,10.32686996459961
2000-03-02,10.594274520874023
2000-03-03,10.689770698547363
2000-03-06,10.390539169311523
2000-03-07,10.269569396972656
2000-03-08,10.339604377746582
2000-03-09,10.422370910644531
2000-03-10,10.422370910644531
2000-03-13,10.454205513000488
2000-03-14,10.384174346923828
2000-03-15,10.441472053527832
2000-03-16,10.848944664001465
2000-03-17,10.936230659484863
2000-03-20,10.891327857971191
2000-03-21,10.820771217346191
2000-03-22,10.570618629455566
2000-03-23,10.750224113464355
2000-03-24,10.647589683532715
2000-03-27,10.795114517211914
2000-03-28,10.74380111694336
2000-03-29,10.936230659484863
2000-03-30,10.910571098327637
2000-03-31,10.974721908569336
2000-04-03,11.045270919799805
2000-04-04,11.199210166931152
2000-04-05,11.346731185913086
2000-04-06,11.417290687561035
2000-04-07,11.385223388671875
2000-04-10,11.359561920166016
2000-04-11,11.654614448547363
2000-04-12,11.757246017456055
2000-04-13,11.770071983337402
2000-04-14,11.340322494506836
2000-04-17,11.167143821716309
2000-04-18,11.199210166931152
2000-04-19,11.301836967468262
2000-04-20,11.340322494506836
2000-04-24,11.648200988769531
2000-04-25,11.994573593139648
2000-04-26,11.968918800354004
2000-04-27,11.699520111083984
2000-04-28,11.693099975585938
2000-05-01,11.693099975585938
2000-05-02,11.269769668579102
2000-05-03,11.30825138092041
2000-05-04,11.289007186889648
2000-05-05,11.314667701721191
2000-05-08,11.391639709472656
2000-05-09,11.353151321411133
2000-05-10,11.571231842041016
2000-05-11,11.744423866271973
2000-05-12,11.558409690856934
2000-05-15,11.78291130065918
2000-05-16,11.731593132019043
2000-05-17,11.551994323730469
2000-05-18,11.648200988769531
2000-05-19,11.430121421813965
2000-05-22,11.507092475891113
2000-05-23,11.295418739318848
2000-05-24,11.487850189208984
2000-05-25,11.295418739318848
2000-05-26,11.519926071166992
2000-05-30,11.603304862976074
2000-05-31,11.667445182800293
